record_id,mandi_id,mandi_name,crop_type,crop_category,quantity_quintals,procurement_date,slot_start,slot_end,slot_hour,day_of_week,month,farmers_in_selected_slot,active_queue_count,arrival_time,completion_time,created_at,actual_processing_duration_mins
SYN-00118,MD-KOL-001,Ballygunge Agricultural Mandi,Arhar (Tur),pulses,44.56,2025-03-26,09:00:00,09:30:00,9,2,3,3,4,2025-03-26 09:00:00,2025-03-26 09:34:00,2025-03-26 07:13:00,34
SYN-00119,MD-HOW-001,Howrah Agricultural Mandi,Cotton,commercial_and_fibre,21.08,2025-05-30,11:00:00,11:30:00,11,4,5,8,8,2025-05-30 11:05:00,2025-05-30 11:58:00,2025-05-30 08:04:00,53
SYN-00120,MD-BRD-001,Burdwan Agricultural Mandi,Cotton,commercial_and_fibre,44.14,2025-03-11,13:30:00,14:00:00,13,1,3,12,13,2025-03-11 13:45:00,2025-03-11 14:41:00,2025-03-11 10:59:00,56
SYN-00121,MD-MUR-001,Murshidabad Agricultural Mandi,Wheat,food_grains,37.39,2025-09-25,13:00:00,13:30:00,13,3,9,10,13,2025-09-25 14:05:00,2025-09-25 14:47:00,2025-09-25 11:23:00,42
SYN-00122,MD-BRD-001,Burdwan Agricultural Mandi,Sugarcane,commercial_and_fibre,75.84,2026-02-11,10:00:00,10:30:00,10,2,2,9,14,2026-02-11 11:05:00,2026-02-11 12:07:00,2026-02-11 08:18:00,62
SYN-00123,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,31.93,2026-02-02,12:00:00,12:30:00,12,0,2,9,11,2026-02-02 13:05:00,2026-02-02 13:54:00,2026-02-02 10:57:00,49
SYN-00124,MD-MUR-001,Murshidabad Agricultural Mandi,Maize,coarse_cereals,66.84,2025-10-14,10:30:00,11:00:00,10,1,10,10,15,2025-10-14 10:45:00,2025-10-14 11:37:00,2025-10-14 10:08:00,52
SYN-00125,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,79.84,2026-06-04,12:30:00,13:00:00,12,3,6,8,10,2026-06-04 12:35:00,2026-06-04 13:19:00,2026-06-04 10:33:00,44
SYN-00126,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,67.32,2025-12-10,12:00:00,12:30:00,12,2,12,7,12,2025-12-10 12:05:00,2025-12-10 12:48:00,2025-12-10 11:30:00,43
SYN-00127,MD-KOL-002,Taratala Agricultural Mandi,Jowar (Sorghum),coarse_cereals,27.98,2025-02-18,10:00:00,10:30:00,10,1,2,12,15,2025-02-18 11:05:00,2025-02-18 12:01:00,2025-02-18 09:34:00,56
SYN-00128,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,56.47,2026-04-11,10:00:00,10:30:00,10,5,4,6,10,2026-04-11 11:00:00,2026-04-11 11:42:00,2026-04-11 09:43:00,42
SYN-00129,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,9.57,2025-12-16,16:00:00,16:30:00,16,1,12,10,15,2025-12-16 17:00:00,2025-12-16 17:50:00,2025-12-16 14:08:00,50
SYN-00130,MD-KOL-002,Taratala Agricultural Mandi,Soybean,oilseeds,62.02,2026-01-21,12:30:00,13:00:00,12,2,1,4,7,2026-01-21 13:30:00,2026-01-21 14:12:00,2026-01-21 12:05:00,42
SYN-00131,MD-KOL-003,New Town Agricultural Mandi,Maize,coarse_cereals,40.96,2025-12-10,12:30:00,13:00:00,12,2,12,5,5,2025-12-10 12:35:00,2025-12-10 13:12:00,2025-12-10 12:10:00,37
SYN-00132,MD-HOO-001,Hooghly Agricultural Mandi,Groundnut,oilseeds,18.94,2025-12-03,08:30:00,09:00:00,8,2,12,3,6,2025-12-03 08:45:00,2025-12-03 09:12:00,2025-12-03 06:14:00,27
SYN-00133,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,32.92,2025-02-25,10:00:00,10:30:00,10,1,2,4,10,2025-02-25 10:10:00,2025-02-25 10:44:00,2025-02-25 08:22:00,34
SYN-00134,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,66.05,2025-12-06,11:30:00,12:00:00,11,5,12,8,9,2025-12-06 11:45:00,2025-12-06 12:35:00,2025-12-06 10:07:00,50
SYN-00135,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,52.86,2026-04-29,16:30:00,17:00:00,16,2,4,5,5,2026-04-29 16:45:00,2026-04-29 17:23:00,2026-04-29 16:08:00,38
SYN-00136,MD-HOO-001,Hooghly Agricultural Mandi,Moong,pulses,33.58,2025-07-04,09:00:00,09:30:00,9,4,7,8,9,2025-07-04 09:05:00,2025-07-04 09:45:00,2025-07-04 05:50:00,40
SYN-00137,MD-NAD-001,Nadia Agricultural Mandi,Mustard / Rapeseed,oilseeds,37.78,2026-01-02,10:30:00,11:00:00,10,4,1,4,7,2026-01-02 10:35:00,2026-01-02 11:07:00,2026-01-02 09:18:00,32
SYN-00138,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,62.55,2025-01-19,16:00:00,16:30:00,16,6,1,2,7,2025-01-19 16:15:00,2025-01-19 16:58:00,2025-01-19 15:28:00,43
SYN-00139,MD-KOL-002,Taratala Agricultural Mandi,Moong,pulses,50.44,2025-07-31,11:30:00,12:00:00,11,3,7,5,7,2025-07-31 11:30:00,2025-07-31 12:15:00,2025-07-31 08:13:00,45
SYN-00140,MD-KOL-003,New Town Agricultural Mandi,Jute,commercial_and_fibre,80.01,2025-09-23,10:30:00,11:00:00,10,1,9,13,16,2025-09-23 10:40:00,2025-09-23 11:48:00,2025-09-23 09:24:00,68
SYN-00141,MD-NAD-001,Nadia Agricultural Mandi,Sugarcane,commercial_and_fibre,47.68,2026-08-21,13:30:00,14:00:00,13,4,8,6,7,2026-08-21 14:35:00,2026-08-21 15:25:00,2026-08-21 11:43:00,50
SYN-00142,MD-KOL-002,Taratala Agricultural Mandi,Wheat,food_grains,54.93,2025-05-11,11:30:00,12:00:00,11,6,5,6,9,2025-05-11 11:40:00,2025-05-11 12:27:00,2025-05-11 08:37:00,47
SYN-00143,MD-KOL-001,Ballygunge Agricultural Mandi,Soybean,oilseeds,61.16,2025-06-18,16:30:00,17:00:00,16,2,6,8,12,2025-06-18 16:45:00,2025-06-18 17:32:00,2025-06-18 15:11:00,47
SYN-00144,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,20.62,2025-09-06,09:00:00,09:30:00,9,5,9,7,9,2025-09-06 09:10:00,2025-09-06 09:42:00,2025-09-06 07:28:00,32
SYN-00145,MD-NAD-001,Nadia Agricultural Mandi,Mustard / Rapeseed,oilseeds,32.06,2026-08-27,14:30:00,15:00:00,14,3,8,2,2,2026-08-27 14:35:00,2026-08-27 14:57:00,2026-08-27 13:06:00,22
SYN-00146,MD-NAD-001,Nadia Agricultural Mandi,Gram (Chana),pulses,8.11,2026-06-03,10:00:00,10:30:00,10,2,6,5,6,2026-06-03 10:15:00,2026-06-03 10:42:00,2026-06-03 09:34:00,27
SYN-00147,MD-KOL-002,Taratala Agricultural Mandi,Moong,pulses,27.49,2025-01-22,14:30:00,15:00:00,14,2,1,5,7,2025-01-22 15:30:00,2025-01-22 16:09:00,2025-01-22 14:10:00,39
SYN-00148,MD-NAD-001,Nadia Agricultural Mandi,Arhar (Tur),pulses,47.48,2025-05-23,15:30:00,16:00:00,15,4,5,7,8,2025-05-23 15:40:00,2025-05-23 16:20:00,2025-05-23 13:29:00,40
SYN-00149,MD-KOL-002,Taratala Agricultural Mandi,Mustard / Rapeseed,oilseeds,20.22,2026-05-15,15:30:00,16:00:00,15,4,5,5,4,2026-05-15 15:30:00,2026-05-15 16:07:00,2026-05-15 14:46:00,37
SYN-00150,MD-NAD-001,Nadia Agricultural Mandi,Wheat,food_grains,47.93,2025-02-05,15:00:00,15:30:00,15,2,2,5,8,2025-02-05 15:10:00,2025-02-05 15:44:00,2025-02-05 11:23:00,34
SYN-00151,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,12.56,2026-06-05,13:00:00,13:30:00,13,4,6,5,10,2026-06-05 13:15:00,2026-06-05 13:45:00,2026-06-05 12:41:00,30
SYN-00152,MD-KOL-002,Taratala Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,63.86,2025-06-21,09:30:00,10:00:00,9,5,6,7,8,2025-06-21 09:35:00,2025-06-21 10:23:00,2025-06-21 07:27:00,48
SYN-00153,MD-KOL-003,New Town Agricultural Mandi,Jute,commercial_and_fibre,84.7,2026-07-12,08:30:00,09:00:00,8,6,7,7,6,2026-07-12 09:35:00,2026-07-12 10:23:00,2026-07-12 09:04:00,48
SYN-00154,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,46.71,2025-06-28,11:30:00,12:00:00,11,5,6,9,11,2025-06-28 11:30:00,2025-06-28 12:25:00,2025-06-28 09:00:00,55
SYN-00155,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,59.41,2025-09-22,11:30:00,12:00:00,11,0,9,10,12,2025-09-22 11:35:00,2025-09-22 12:27:00,2025-09-22 08:39:00,52
SYN-00156,MD-NAD-001,Nadia Agricultural Mandi,Sugarcane,commercial_and_fibre,23.83,2026-02-07,10:00:00,10:30:00,10,5,2,9,14,2026-02-07 11:15:00,2026-02-07 12:19:00,2026-02-07 09:50:00,64
SYN-00157,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,69.16,2025-03-18,14:30:00,15:00:00,14,1,3,6,10,2025-03-18 14:30:00,2025-03-18 15:13:00,2025-03-18 11:25:00,43
SYN-00158,MD-KOL-001,Ballygunge Agricultural Mandi,Rice / Paddy,food_grains,60.07,2025-12-05,14:00:00,14:30:00,14,4,12,8,9,2025-12-05 15:00:00,2025-12-05 15:50:00,2025-12-05 12:42:00,50
SYN-00159,MD-MUR-001,Murshidabad Agricultural Mandi,Groundnut,oilseeds,15.44,2025-11-04,16:30:00,17:00:00,16,1,11,8,9,2025-11-04 16:45:00,2025-11-04 17:25:00,2025-11-04 14:45:00,40
SYN-00160,MD-KOL-003,New Town Agricultural Mandi,Sugarcane,commercial_and_fibre,98.36,2026-04-22,11:30:00,12:00:00,11,2,4,4,5,2026-04-22 12:40:00,2026-04-22 13:35:00,2026-04-22 10:16:00,55
SYN-00161,MD-BRD-001,Burdwan Agricultural Mandi,Soybean,oilseeds,9.4,2026-08-29,14:30:00,15:00:00,14,5,8,6,6,2026-08-29 14:35:00,2026-08-29 15:06:00,2026-08-29 11:58:00,31
SYN-00162,MD-HOW-001,Howrah Agricultural Mandi,Soybean,oilseeds,46.97,2026-02-08,14:30:00,15:00:00,14,6,2,5,6,2026-02-08 15:30:00,2026-02-08 16:13:00,2026-02-08 12:06:00,43
SYN-00163,MD-HOO-001,Hooghly Agricultural Mandi,Wheat,food_grains,22.02,2025-09-06,16:30:00,17:00:00,16,5,9,5,8,2025-09-06 16:40:00,2025-09-06 17:17:00,2025-09-06 15:50:00,37
SYN-00164,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,44.56,2025-09-05,14:30:00,15:00:00,14,4,9,5,4,2025-09-05 14:35:00,2025-09-05 15:13:00,2025-09-05 13:48:00,38
SYN-00165,MD-BRD-001,Burdwan Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,14.22,2025-09-12,10:30:00,11:00:00,10,4,9,7,7,2025-09-12 11:30:00,2025-09-12 12:08:00,2025-09-12 07:54:00,38
SYN-00166,MD-KOL-001,Ballygunge Agricultural Mandi,Arhar (Tur),pulses,9.46,2026-05-10,08:30:00,09:00:00,8,6,5,3,3,2026-05-10 09:30:00,2026-05-10 10:02:00,2026-05-10 08:36:00,32
SYN-00167,MD-MUR-001,Murshidabad Agricultural Mandi,Rice / Paddy,food_grains,42.64,2025-07-15,16:00:00,16:30:00,16,1,7,7,10,2025-07-15 16:10:00,2025-07-15 16:45:00,2025-07-15 15:08:00,35
SYN-00168,MD-KOL-002,Taratala Agricultural Mandi,Wheat,food_grains,79.58,2025-04-12,13:00:00,13:30:00,13,5,4,6,9,2025-04-12 13:10:00,2025-04-12 13:53:00,2025-04-12 10:23:00,43
SYN-00169,MD-MUR-001,Murshidabad Agricultural Mandi,Rice / Paddy,food_grains,29.36,2025-07-23,14:30:00,15:00:00,14,2,7,8,14,2025-07-23 14:40:00,2025-07-23 15:19:00,2025-07-23 11:53:00,39
SYN-00170,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,38.69,2025-01-14,14:00:00,14:30:00,14,1,1,6,9,2025-01-14 15:15:00,2025-01-14 15:51:00,2025-01-14 13:33:00,36
SYN-00171,MD-KOL-001,Ballygunge Agricultural Mandi,Soybean,oilseeds,40.15,2025-03-06,14:00:00,14:30:00,14,3,3,3,6,2025-03-06 15:00:00,2025-03-06 15:37:00,2025-03-06 13:45:00,37
SYN-00172,MD-KOL-001,Ballygunge Agricultural Mandi,Arhar (Tur),pulses,51.32,2025-02-24,14:30:00,15:00:00,14,0,2,5,9,2025-02-24 15:40:00,2025-02-24 16:24:00,2025-02-24 15:02:00,44
SYN-00173,MD-HOO-001,Hooghly Agricultural Mandi,Arhar (Tur),pulses,20.87,2026-04-15,16:00:00,16:30:00,16,2,4,4,6,2026-04-15 16:10:00,2026-04-15 16:39:00,2026-04-15 13:03:00,29
SYN-00174,MD-KOL-003,New Town Agricultural Mandi,Soybean,oilseeds,42.41,2026-03-16,15:00:00,15:30:00,15,0,3,6,8,2026-03-16 15:05:00,2026-03-16 15:50:00,2026-03-16 12:33:00,45
SYN-00175,MD-HOO-001,Hooghly Agricultural Mandi,Arhar (Tur),pulses,57.28,2026-02-28,11:00:00,11:30:00,11,5,2,12,17,2026-02-28 11:05:00,2026-02-28 12:03:00,2026-02-28 07:58:00,58
SYN-00176,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,33.28,2025-10-08,08:30:00,09:00:00,8,2,10,6,9,2025-10-08 08:45:00,2025-10-08 09:26:00,2025-10-08 06:53:00,41
SYN-00177,MD-KOL-001,Ballygunge Agricultural Mandi,Mustard / Rapeseed,oilseeds,35.24,2026-03-12,08:30:00,09:00:00,8,3,3,4,8,2026-03-12 08:45:00,2026-03-12 09:19:00,2026-03-12 05:38:00,34
SYN-00178,MD-HOO-001,Hooghly Agricultural Mandi,Jute,commercial_and_fibre,90.55,2025-04-09,11:00:00,11:30:00,11,2,4,11,12,2025-04-09 11:15:00,2025-04-09 12:18:00,2025-04-09 09:54:00,63
SYN-00179,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,33.27,2026-07-02,15:30:00,16:00:00,15,3,7,2,2,2026-07-02 15:35:00,2026-07-02 16:01:00,2026-07-02 13:00:00,26
SYN-00180,MD-HOW-001,Howrah Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,32.84,2025-11-01,15:00:00,15:30:00,15,5,11,5,11,2025-11-01 15:00:00,2025-11-01 15:41:00,2025-11-01 11:31:00,41
SYN-00181,MD-MUR-001,Murshidabad Agricultural Mandi,Groundnut,oilseeds,26.86,2026-07-25,11:30:00,12:00:00,11,5,7,11,11,2026-07-25 11:30:00,2026-07-25 12:22:00,2026-07-25 09:00:00,52
SYN-00182,MD-NAD-001,Nadia Agricultural Mandi,Cotton,commercial_and_fibre,83.81,2025-04-03,10:00:00,10:30:00,10,3,4,7,16,2025-04-03 10:05:00,2025-04-03 10:58:00,2025-04-03 09:22:00,53
SYN-00183,MD-KOL-001,Ballygunge Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,65.82,2025-10-30,12:00:00,12:30:00,12,3,10,6,8,2025-10-30 13:00:00,2025-10-30 13:45:00,2025-10-30 10:38:00,45
SYN-00184,MD-HOO-001,Hooghly Agricultural Mandi,Wheat,food_grains,54.18,2026-02-28,15:30:00,16:00:00,15,5,2,3,6,2026-02-28 15:40:00,2026-02-28 16:12:00,2026-02-28 14:46:00,32
SYN-00185,MD-HOW-001,Howrah Agricultural Mandi,Rice / Paddy,food_grains,53.65,2025-10-29,13:30:00,14:00:00,13,2,10,2,3,2025-10-29 14:45:00,2025-10-29 15:21:00,2025-10-29 13:43:00,36
SYN-00186,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,37.3,2025-09-29,09:30:00,10:00:00,9,0,9,6,5,2025-09-29 10:35:00,2025-09-29 11:08:00,2025-09-29 09:40:00,33
SYN-00187,MD-MUR-001,Murshidabad Agricultural Mandi,Arhar (Tur),pulses,5.69,2025-04-12,11:30:00,12:00:00,11,5,4,11,11,2025-04-12 11:30:00,2025-04-12 12:16:00,2025-04-12 09:24:00,46
SYN-00188,MD-KOL-002,Taratala Agricultural Mandi,Mustard / Rapeseed,oilseeds,18.78,2025-08-20,12:30:00,13:00:00,12,2,8,5,8,2025-08-20 12:40:00,2025-08-20 13:10:00,2025-08-20 10:24:00,30
SYN-00189,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,20.32,2025-05-26,12:00:00,12:30:00,12,0,5,5,7,2025-05-26 12:05:00,2025-05-26 12:37:00,2025-05-26 08:26:00,32
SYN-00190,MD-KOL-002,Taratala Agricultural Mandi,Cotton,commercial_and_fibre,24.85,2025-07-03,15:00:00,15:30:00,15,3,7,9,12,2025-07-03 15:00:00,2025-07-03 15:51:00,2025-07-03 13:45:00,51
SYN-00191,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,55.78,2026-02-20,16:30:00,17:00:00,16,4,2,3,4,2026-02-20 16:45:00,2026-02-20 17:22:00,2026-02-20 15:33:00,37
SYN-00192,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,19.54,2026-01-19,09:30:00,10:00:00,9,0,1,4,6,2026-01-19 09:40:00,2026-01-19 10:10:00,2026-01-19 08:59:00,30
SYN-00193,MD-BRD-001,Burdwan Agricultural Mandi,Jowar (Sorghum),coarse_cereals,15.14,2026-01-05,10:30:00,11:00:00,10,0,1,9,11,2026-01-05 11:45:00,2026-01-05 12:28:00,2026-01-05 11:22:00,43
SYN-00194,MD-HOW-001,Howrah Agricultural Mandi,Arhar (Tur),pulses,26.04,2025-08-08,11:30:00,12:00:00,11,4,8,6,10,2025-08-08 11:35:00,2025-08-08 12:17:00,2025-08-08 08:20:00,42
SYN-00195,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,18.7,2026-08-07,10:30:00,11:00:00,10,4,8,13,15,2026-08-07 10:40:00,2026-08-07 11:37:00,2026-08-07 09:23:00,57
SYN-00196,MD-HOW-001,Howrah Agricultural Mandi,Jute,commercial_and_fibre,27.4,2025-02-23,11:00:00,11:30:00,11,6,2,4,3,2025-02-23 11:10:00,2025-02-23 11:43:00,2025-02-23 09:42:00,33
SYN-00197,MD-KOL-002,Taratala Agricultural Mandi,Jowar (Sorghum),coarse_cereals,18.77,2025-07-28,08:30:00,09:00:00,8,0,7,5,9,2025-07-28 09:40:00,2025-07-28 10:18:00,2025-07-28 06:13:00,38
SYN-00198,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,27.93,2025-03-13,08:30:00,09:00:00,8,3,3,4,4,2025-03-13 08:30:00,2025-03-13 08:56:00,2025-03-13 06:38:00,26
SYN-00199,MD-KOL-003,New Town Agricultural Mandi,Wheat,food_grains,47.58,2025-07-26,15:00:00,15:30:00,15,5,7,4,5,2025-07-26 15:10:00,2025-07-26 15:42:00,2025-07-26 13:12:00,32
SYN-00200,MD-MUR-001,Murshidabad Agricultural Mandi,Groundnut,oilseeds,55.0,2026-08-08,09:30:00,10:00:00,9,5,8,3,6,2026-08-08 09:45:00,2026-08-08 10:23:00,2026-08-08 09:30:00,38
SYN-00201,MD-HOW-001,Howrah Agricultural Mandi,Moong,pulses,51.9,2025-08-11,15:00:00,15:30:00,15,0,8,2,2,2025-08-11 15:00:00,2025-08-11 15:22:00,2025-08-11 12:44:00,22
SYN-00202,MD-KOL-003,New Town Agricultural Mandi,Groundnut,oilseeds,54.59,2026-07-07,10:00:00,10:30:00,10,1,7,11,12,2026-07-07 10:00:00,2026-07-07 10:51:00,2026-07-07 07:41:00,51
SYN-00203,MD-MUR-001,Murshidabad Agricultural Mandi,Groundnut,oilseeds,46.95,2025-10-28,10:00:00,10:30:00,10,1,10,9,11,2025-10-28 10:00:00,2025-10-28 10:53:00,2025-10-28 07:30:00,53
SYN-00204,MD-HOO-001,Hooghly Agricultural Mandi,Gram (Chana),pulses,54.92,2026-03-02,09:00:00,09:30:00,9,0,3,8,11,2026-03-02 10:00:00,2026-03-02 10:42:00,2026-03-02 09:16:00,42
SYN-00205,MD-KOL-002,Taratala Agricultural Mandi,Groundnut,oilseeds,40.22,2025-10-06,08:00:00,08:30:00,8,0,10,7,8,2025-10-06 08:15:00,2025-10-06 09:00:00,2025-10-06 04:27:00,45
SYN-00206,MD-HOW-001,Howrah Agricultural Mandi,Maize,coarse_cereals,48.0,2025-06-11,11:30:00,12:00:00,11,2,6,15,20,2025-06-11 12:30:00,2025-06-11 13:35:00,2025-06-11 10:26:00,65
SYN-00207,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,38.81,2026-04-10,15:30:00,16:00:00,15,4,4,3,4,2026-04-10 16:45:00,2026-04-10 17:09:00,2026-04-10 13:57:00,24
SYN-00208,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,32.92,2026-08-13,15:00:00,15:30:00,15,3,8,7,9,2026-08-13 15:15:00,2026-08-13 15:50:00,2026-08-13 14:40:00,35
SYN-00209,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,33.22,2025-06-10,08:00:00,08:30:00,8,1,6,5,6,2025-06-10 08:00:00,2025-06-10 08:29:00,2025-06-10 04:08:00,29
SYN-00210,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,20.38,2026-04-19,08:30:00,09:00:00,8,6,4,8,7,2026-04-19 08:40:00,2026-04-19 09:10:00,2026-04-19 07:09:00,30
SYN-00211,MD-MUR-001,Murshidabad Agricultural Mandi,Sugarcane,commercial_and_fibre,82.71,2025-06-08,09:00:00,09:30:00,9,6,6,9,10,2025-06-08 09:10:00,2025-06-08 10:12:00,2025-06-08 08:36:00,62
SYN-00212,MD-NAD-001,Nadia Agricultural Mandi,Arhar (Tur),pulses,8.05,2026-03-12,14:30:00,15:00:00,14,3,3,6,7,2026-03-12 14:40:00,2026-03-12 15:12:00,2026-03-12 14:09:00,32
SYN-00213,MD-KOL-003,New Town Agricultural Mandi,Urad,pulses,42.11,2026-04-25,10:00:00,10:30:00,10,5,4,6,8,2026-04-25 11:15:00,2026-04-25 11:57:00,2026-04-25 09:58:00,42
SYN-00214,MD-KOL-002,Taratala Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,61.87,2025-10-01,10:00:00,10:30:00,10,2,10,5,9,2025-10-01 10:10:00,2025-10-01 10:58:00,2025-10-01 07:50:00,48
SYN-00215,MD-HOO-001,Hooghly Agricultural Mandi,Wheat,food_grains,44.82,2026-03-25,15:00:00,15:30:00,15,2,3,1,1,2026-03-25 15:05:00,2026-03-25 15:22:00,2026-03-25 13:25:00,17
SYN-00216,MD-HOW-001,Howrah Agricultural Mandi,Moong,pulses,8.86,2025-06-15,15:00:00,15:30:00,15,6,6,5,7,2025-06-15 15:15:00,2025-06-15 15:39:00,2025-06-15 14:35:00,24
SYN-00217,MD-KOL-003,New Town Agricultural Mandi,Jute,commercial_and_fibre,51.42,2025-02-18,13:30:00,14:00:00,13,1,2,6,9,2025-02-18 14:40:00,2025-02-18 15:21:00,2025-02-18 12:49:00,41
SYN-00218,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,34.03,2025-02-28,09:30:00,10:00:00,9,4,2,11,15,2025-02-28 09:45:00,2025-02-28 10:35:00,2025-02-28 06:32:00,50
SYN-00219,MD-MUR-001,Murshidabad Agricultural Mandi,Cotton,commercial_and_fibre,98.77,2025-09-29,11:30:00,12:00:00,11,0,9,9,11,2025-09-29 12:35:00,2025-09-29 13:34:00,2025-09-29 11:21:00,59
SYN-00220,MD-HOW-001,Howrah Agricultural Mandi,Sugarcane,commercial_and_fibre,73.76,2026-07-03,10:00:00,10:30:00,10,4,7,7,11,2026-07-03 10:00:00,2026-07-03 10:59:00,2026-07-03 06:20:00,59
SYN-00221,MD-NAD-001,Nadia Agricultural Mandi,Cotton,commercial_and_fibre,76.32,2025-03-19,13:00:00,13:30:00,13,2,3,8,13,2025-03-19 13:15:00,2025-03-19 14:14:00,2025-03-19 10:48:00,59
SYN-00222,MD-MUR-001,Murshidabad Agricultural Mandi,Urad,pulses,33.37,2025-10-05,14:00:00,14:30:00,14,6,10,7,10,2025-10-05 14:15:00,2025-10-05 14:55:00,2025-10-05 13:49:00,40
SYN-00223,MD-KOL-001,Ballygunge Agricultural Mandi,Moong,pulses,44.02,2026-03-05,09:30:00,10:00:00,9,3,3,9,11,2026-03-05 09:35:00,2026-03-05 10:21:00,2026-03-05 08:17:00,46
SYN-00224,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,44.74,2025-05-04,15:00:00,15:30:00,15,6,5,1,5,2025-05-04 15:00:00,2025-05-04 15:32:00,2025-05-04 12:41:00,32
SYN-00225,MD-NAD-001,Nadia Agricultural Mandi,Wheat,food_grains,14.65,2026-03-15,11:30:00,12:00:00,11,6,3,4,7,2026-03-15 11:40:00,2026-03-15 12:08:00,2026-03-15 11:03:00,28
SYN-00226,MD-HOW-001,Howrah Agricultural Mandi,Urad,pulses,17.24,2025-07-06,14:30:00,15:00:00,14,6,7,5,7,2025-07-06 15:30:00,2025-07-06 16:05:00,2025-07-06 13:10:00,35
SYN-00227,MD-BRD-001,Burdwan Agricultural Mandi,Arhar (Tur),pulses,5.71,2026-05-07,08:00:00,08:30:00,8,3,5,3,6,2026-05-07 08:10:00,2026-05-07 08:47:00,2026-05-07 04:34:00,37
SYN-00228,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,45.69,2025-12-19,11:00:00,11:30:00,11,4,12,12,16,2025-12-19 12:05:00,2025-12-19 13:02:00,2025-12-19 10:27:00,57
SYN-00229,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,53.17,2025-11-29,08:00:00,08:30:00,8,5,11,10,12,2025-11-29 08:15:00,2025-11-29 09:05:00,2025-11-29 04:18:00,50
SYN-00230,MD-HOW-001,Howrah Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,46.57,2025-04-18,13:00:00,13:30:00,13,4,4,9,11,2025-04-18 13:00:00,2025-04-18 13:40:00,2025-04-18 09:59:00,40
SYN-00231,MD-HOW-001,Howrah Agricultural Mandi,Maize,coarse_cereals,40.01,2025-10-09,09:30:00,10:00:00,9,3,10,7,9,2025-10-09 10:40:00,2025-10-09 11:18:00,2025-10-09 06:58:00,38
SYN-00232,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,74.82,2026-06-05,10:30:00,11:00:00,10,4,6,9,9,2026-06-05 11:40:00,2026-06-05 12:34:00,2026-06-05 10:45:00,54
SYN-00233,MD-KOL-002,Taratala Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,20.33,2025-01-12,14:30:00,15:00:00,14,6,1,9,12,2025-01-12 14:40:00,2025-01-12 15:27:00,2025-01-12 12:19:00,47
SYN-00234,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,15.22,2026-04-07,14:00:00,14:30:00,14,1,4,4,4,2026-04-07 14:15:00,2026-04-07 14:41:00,2026-04-07 10:47:00,26
